origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code+origin,#meta+has_hrp+origin,#meta+in_gho+origin,#country+code+asylum,#meta+has_hrp+asylum,#meta+in_gho+asylum,#population_group+code,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
AFG,True,True,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,m,all,None,None,5,2020-01-01,2020-12-31
AFG,True,True,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,f,all,None,None,5,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
BEN,False,False,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,0-4,0,4,11,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,5-11,5,11,40,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,12-17,12,17,25,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,18-59,18,59,97,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,60+,60,None,6,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,f,all,None,None,179,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,0-4,0,4,20,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,5-11,5,11,45,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,12-17,12,17,27,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,18-59,18,59,59,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,60+,60,None,5,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,m,all,None,None,156,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,ASY,all,all,None,None,335,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,0-4,0,4,24,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,5-11,5,11,70,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,12-17,12,17,82,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,18-59,18,59,222,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,60+,60,None,13,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,f,all,None,None,411,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,0-4,0,4,23,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,5-11,5,11,72,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,12-17,12,17,54,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,18-59,18,59,151,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,m,all,None,None,300,2020-01-01,2020-12-31
CAF,True,True,NGA,True,True,REF,all,all,None,None,711,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,18-59,18,59,7,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,m,all,None,None,7,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,ASY,all,all,None,None,7,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,0-4,0,4,8,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,5-11,5,11,7,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,12-17,12,17,10,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,18-59,18,59,24,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,f,all,None,None,49,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,5-11,5,11,10,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,12-17,12,17,13,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,18-59,18,59,64,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,m,all,None,None,87,2020-01-01,2020-12-31
CIV,False,False,NGA,True,True,REF,all,all,None,None,136,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,0-4,0,4,14,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,5-11,5,11,27,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,12-17,12,17,23,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,18-59,18,59,150,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,60+,60,None,5,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,f,all,None,None,219,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,0-4,0,4,13,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,5-11,5,11,14,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,12-17,12,17,11,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,18-59,18,59,270,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,60+,60,None,11,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,m,all,None,None,319,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,ASY,all,all,None,None,538,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,0-4,0,4,4386,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,5-11,5,11,7463,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,12-17,12,17,4496,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,18-59,18,59,16574,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,60+,60,None,1440,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,f,all,None,None,34359,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,0-4,0,4,4544,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,5-11,5,11,7351,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,12-17,12,17,4250,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,18-59,18,59,12232,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,60+,60,None,898,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,m,all,None,None,29275,2020-01-01,2020-12-31
CMR,True,True,NGA,True,True,REF,all,all,None,None,63634,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,5-11,5,11,13,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,12-17,12,17,8,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,18-59,18,59,24,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,f,all,None,None,45,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,0-4,0,4,5,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,5-11,5,11,6,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,12-17,12,17,5,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,18-59,18,59,46,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,m,all,None,None,62,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,ASY,all,all,None,None,107,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,0-4,0,4,12,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,5-11,5,11,44,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,12-17,12,17,46,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,18-59,18,59,173,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,f,all,None,None,275,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,0-4,0,4,13,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,5-11,5,11,49,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,12-17,12,17,51,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,18-59,18,59,246,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,60+,60,None,18,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,m,all,None,None,377,2020-01-01,2020-12-31
COD,True,True,NGA,True,True,REF,all,all,None,None,652,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,5-11,5,11,5,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,f,all,None,None,5,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
COG,False,True,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,18-59,18,59,5,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,m,all,None,None,5,2020-01-01,2020-12-31
EGY,False,True,NGA,True,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,5-11,5,11,7,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,18-59,18,59,6,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,m,all,None,None,13,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,ASY,all,all,None,None,13,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,5-11,5,11,5,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,f,all,None,None,10,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,5-11,5,11,5,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,18-59,18,59,17,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,m,all,None,None,22,2020-01-01,2020-12-31
ERI,False,False,NGA,True,True,REF,all,all,None,None,32,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,60+,60,None,5,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,m,all,None,None,5,2020-01-01,2020-12-31
ETH,True,True,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,18-59,18,59,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,f,all,None,None,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,f,all,None,None,5,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
GHA,False,False,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,18-59,18,59,5,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,m,all,None,None,5,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,18-59,18,59,10,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,f,all,None,None,10,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,18-59,18,59,7,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,m,all,None,None,7,2020-01-01,2020-12-31
GIN,False,False,NGA,True,True,REF,all,all,None,None,17,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,m,all,None,None,5,2020-01-01,2020-12-31
GNB,False,False,NGA,True,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,18-59,18,59,5,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,f,all,None,None,5,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,18-59,18,59,6,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,m,all,None,None,6,2020-01-01,2020-12-31
LBN,False,True,NGA,True,True,ASY,all,all,None,None,11,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,18-59,18,59,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,m,all,None,None,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,f,all,None,None,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,m,all,None,None,5,2020-01-01,2020-12-31
LBR,False,False,NGA,True,True,REF,all,all,None,None,10,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
LKA,False,False,NGA,True,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
